@relation 'horse-weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter-DD:\\savas-weka.filters.unsupervised.attribute.Remove-R1'

@attribute 'MPEG-7 Color Layout0' numeric
@attribute 'MPEG-7 Color Layout1' numeric
@attribute 'MPEG-7 Color Layout2' numeric
@attribute 'MPEG-7 Color Layout3' numeric
@attribute 'MPEG-7 Color Layout4' numeric
@attribute 'MPEG-7 Color Layout5' numeric
@attribute 'MPEG-7 Color Layout6' numeric
@attribute 'MPEG-7 Color Layout7' numeric
@attribute 'MPEG-7 Color Layout8' numeric
@attribute 'MPEG-7 Color Layout9' numeric
@attribute 'MPEG-7 Color Layout10' numeric
@attribute 'MPEG-7 Color Layout11' numeric
@attribute 'MPEG-7 Color Layout12' numeric
@attribute 'MPEG-7 Color Layout13' numeric
@attribute 'MPEG-7 Color Layout14' numeric
@attribute 'MPEG-7 Color Layout15' numeric
@attribute 'MPEG-7 Color Layout16' numeric
@attribute 'MPEG-7 Color Layout17' numeric
@attribute 'MPEG-7 Color Layout18' numeric
@attribute 'MPEG-7 Color Layout19' numeric
@attribute 'MPEG-7 Color Layout20' numeric
@attribute 'MPEG-7 Color Layout21' numeric
@attribute 'MPEG-7 Color Layout22' numeric
@attribute 'MPEG-7 Color Layout23' numeric
@attribute 'MPEG-7 Color Layout24' numeric
@attribute 'MPEG-7 Color Layout25' numeric
@attribute 'MPEG-7 Color Layout26' numeric
@attribute 'MPEG-7 Color Layout27' numeric
@attribute 'MPEG-7 Color Layout28' numeric
@attribute 'MPEG-7 Color Layout29' numeric
@attribute 'MPEG-7 Color Layout30' numeric
@attribute 'MPEG-7 Color Layout31' numeric
@attribute 'MPEG-7 Color Layout32' numeric
@attribute class {chicken,cat,horse}

@data
40,17,15,17,16,17,18,15,14,15,16,14,13,16,15,14,15,15,19,16,16,27,16,15,16,15,18,37,19,17,12,16,11,chicken
28,25,21,15,13,19,18,13,14,14,17,14,15,15,16,15,15,15,14,17,16,32,15,14,13,15,14,33,16,17,18,14,17,chicken
33,17,17,16,15,12,16,15,15,13,14,14,18,15,17,15,15,16,18,16,15,15,15,17,13,15,15,33,16,15,15,15,16,chicken
38,18,15,19,13,16,13,16,15,14,15,17,15,16,17,16,16,18,17,17,16,14,15,17,18,16,15,31,16,15,16,16,16,chicken
22,18,16,18,15,9,17,13,16,15,12,18,15,19,17,14,15,15,15,17,15,28,17,17,18,16,18,32,15,14,13,15,13,chicken
34,17,7,16,15,10,12,19,13,15,15,17,17,18,17,15,15,20,16,14,13,29,16,14,16,16,17,33,14,13,13,15,13,chicken
49,15,14,19,16,15,15,16,15,15,13,16,14,16,16,15,17,14,15,16,16,31,15,15,16,16,15,31,16,16,15,15,16,chicken
35,14,21,10,12,16,15,17,19,22,14,18,13,14,13,16,16,15,15,14,16,10,15,10,18,17,15,26,15,12,14,15,15,chicken
23,19,15,9,17,8,13,15,17,16,17,15,21,14,16,15,14,14,16,13,15,22,15,15,15,15,15,39,16,16,17,16,16,chicken
25,17,19,14,19,18,16,19,16,19,18,13,16,16,18,16,17,15,14,14,13,31,16,16,16,17,15,31,14,15,14,13,15,chicken
33,19,12,19,13,16,17,17,12,17,11,21,15,18,15,13,15,14,18,13,16,28,19,15,18,16,17,36,9,17,13,15,15,chicken
37,16,7,12,16,20,16,15,16,12,15,14,10,17,14,15,16,15,16,14,16,32,14,17,14,16,15,32,16,18,14,17,15,chicken
25,20,14,15,17,16,16,15,12,16,14,14,17,12,15,14,15,16,12,14,16,22,16,19,16,17,20,41,14,13,17,16,11,chicken
18,22,21,13,19,15,12,19,17,17,17,15,21,15,18,14,15,18,18,17,16,29,16,14,14,15,15,32,15,17,16,15,16,chicken
33,17,16,16,16,15,17,15,15,14,15,15,14,15,17,17,15,15,17,15,15,26,18,12,10,16,13,36,13,18,18,16,16,chicken
48,14,16,17,17,18,14,16,15,16,16,15,14,15,15,16,15,17,14,16,17,30,15,16,16,16,17,33,15,16,14,15,13,chicken
31,14,21,18,15,18,14,15,15,12,13,18,12,18,14,13,15,16,16,16,18,29,17,17,16,13,18,36,15,14,15,16,14,chicken
33,18,18,13,15,11,16,12,15,17,15,14,16,15,14,17,16,16,16,16,16,26,15,15,16,15,15,41,17,16,16,16,16,chicken
36,21,23,11,10,17,14,14,18,15,16,16,17,16,15,16,16,14,15,13,15,14,14,15,16,18,14,33,17,15,15,15,14,chicken
30,9,22,25,17,23,19,12,22,13,14,15,10,16,16,18,14,12,17,14,17,32,16,15,15,16,15,31,15,16,16,16,16,chicken
27,16,17,16,17,16,14,14,16,19,15,14,14,15,15,16,16,15,16,18,14,18,16,15,13,16,14,27,15,16,15,16,14,chicken
24,19,16,12,12,12,16,14,17,16,13,15,18,15,17,14,16,15,14,16,15,19,16,15,14,16,15,37,15,17,17,16,16,chicken
35,16,12,11,16,17,16,15,17,12,10,15,12,15,17,16,14,15,17,14,21,24,15,17,22,15,18,35,16,13,8,16,13,chicken
32,18,7,16,20,15,13,14,17,14,15,19,15,13,16,15,15,15,17,15,15,27,14,16,13,15,13,33,16,16,17,16,16,chicken
42,13,16,23,14,22,16,14,16,16,15,18,12,17,16,16,17,13,18,15,14,33,15,15,15,16,15,32,15,15,15,16,15,chicken
33,12,22,21,13,22,15,14,16,11,14,16,12,16,11,15,14,15,11,15,17,21,15,24,17,15,17,40,16,9,11,18,10,chicken
31,11,9,6,14,11,19,18,17,16,18,16,21,15,11,17,13,13,13,16,15,23,14,16,15,16,15,29,15,15,14,15,15,chicken
44,14,25,13,18,15,15,15,13,15,17,11,15,12,11,16,18,16,13,18,16,25,16,17,15,15,15,39,15,12,15,15,16,chicken
25,21,14,14,18,14,15,21,18,15,14,14,15,15,15,16,13,13,16,16,18,32,16,16,15,17,16,31,15,16,17,14,16,chicken
42,20,27,16,10,17,12,18,19,18,14,13,13,17,12,16,16,16,12,15,17,27,17,15,15,14,14,35,14,16,16,17,16,chicken
23,15,12,6,14,10,18,16,13,10,16,14,17,18,14,13,13,18,16,16,15,31,16,15,14,16,16,32,14,17,17,14,15,chicken
45,15,17,17,16,21,16,14,16,15,18,14,14,14,12,15,16,15,17,15,16,29,16,16,17,16,18,39,16,14,13,15,8,chicken
28,18,15,20,15,18,16,15,16,13,18,15,11,17,15,13,15,17,20,14,15,20,15,15,15,16,15,31,17,19,13,20,13,chicken
14,10,15,13,17,7,15,13,17,14,14,17,20,15,20,19,14,13,16,16,15,33,15,16,15,15,15,30,16,15,16,16,16,chicken
25,17,19,11,13,15,15,10,14,17,18,20,16,13,12,12,16,16,17,15,15,26,17,14,12,15,13,27,16,15,15,16,15,chicken
36,15,7,7,18,12,17,15,16,12,13,15,16,17,13,14,14,17,17,16,15,29,15,15,14,16,16,34,14,18,19,14,14,chicken
35,14,21,10,12,16,15,17,19,22,14,18,13,14,13,16,16,15,15,14,16,10,15,10,18,17,15,26,15,12,14,15,15,chicken
31,9,19,8,17,15,12,19,19,18,14,15,16,14,22,11,14,12,12,14,17,23,12,9,11,13,15,37,18,19,18,17,16,chicken
20,14,7,10,15,13,15,16,16,20,18,15,17,17,14,18,16,18,15,16,16,19,16,21,14,15,14,27,16,16,14,15,15,chicken
33,18,20,14,18,23,17,14,16,16,16,17,13,15,17,13,12,15,12,15,17,23,16,18,14,15,16,42,15,13,18,16,14,chicken
45,16,14,21,16,19,15,17,16,16,15,15,10,15,16,15,16,15,17,15,17,27,16,15,20,15,20,34,16,16,12,16,13,chicken
38,15,21,22,15,18,18,13,17,13,18,17,13,16,16,14,16,14,17,15,14,25,16,16,16,15,16,39,16,15,13,16,14,chicken
37,18,19,19,17,18,15,14,14,14,13,17,12,13,13,17,18,17,16,15,17,28,16,13,16,16,15,30,15,14,15,16,14,chicken
27,17,11,6,17,9,13,15,17,15,18,13,15,15,12,18,17,14,13,16,17,27,16,16,15,16,15,35,16,15,16,15,15,chicken
34,10,20,15,19,16,16,15,20,13,14,17,19,16,13,15,15,14,17,15,19,18,17,15,15,16,15,30,17,9,18,16,16,chicken
36,12,14,17,19,17,17,16,15,16,18,15,16,15,20,13,16,16,16,18,15,23,18,14,17,14,18,37,13,16,14,16,14,chicken
30,18,11,24,16,24,15,17,16,17,13,16,8,17,19,15,18,17,17,15,17,21,14,13,13,13,15,37,15,12,15,16,16,chicken
25,16,11,7,15,11,15,18,17,16,16,17,18,16,14,13,15,14,15,16,16,25,16,19,15,16,17,37,15,13,17,16,15,chicken
36,15,21,27,16,24,16,15,16,12,19,16,10,17,14,14,18,15,18,16,12,29,15,14,16,16,16,34,16,18,15,16,13,chicken
35,14,19,16,14,15,17,15,16,15,17,16,18,16,17,17,14,16,14,15,16,14,13,18,18,15,14,44,16,13,11,14,16,chicken
13,17,13,10,16,14,12,21,13,19,14,16,19,17,15,16,14,15,13,17,13,11,16,17,19,15,15,46,16,16,15,16,16,chicken
14,17,19,22,16,16,15,15,15,17,15,16,12,15,15,14,15,16,14,16,14,27,15,15,14,16,14,34,16,16,16,15,16,chicken
41,14,16,24,15,18,18,14,16,16,8,17,13,16,18,16,16,13,18,16,15,30,16,17,15,15,17,30,15,16,17,15,16,chicken
31,18,21,18,15,17,16,13,14,14,15,15,18,16,18,15,15,13,18,16,12,19,19,11,13,18,13,29,16,15,17,15,14,chicken
34,17,16,16,14,18,16,15,17,15,16,15,15,16,14,15,17,15,16,16,16,25,16,15,16,15,16,33,15,15,15,16,15,chicken
29,14,16,24,15,19,14,15,15,16,13,16,11,16,17,16,18,16,17,15,14,27,16,19,14,16,16,33,15,14,16,16,15,chicken
24,13,5,9,17,13,14,17,19,16,17,19,16,16,14,14,16,15,15,13,15,35,16,16,16,16,16,30,15,14,15,15,16,chicken
34,13,20,14,16,15,15,19,15,15,15,18,21,15,15,19,15,17,16,14,16,31,13,12,16,17,17,30,15,15,15,15,13,chicken
36,14,13,15,15,12,17,12,17,15,13,15,14,15,16,16,18,15,17,16,16,29,15,16,15,16,15,33,16,15,16,15,16,chicken
32,24,14,14,14,17,15,16,15,17,17,15,15,15,14,15,14,17,17,16,17,24,21,15,16,16,15,26,20,14,15,15,14,chicken
25,12,19,8,12,17,8,11,13,15,11,16,17,17,16,18,16,17,15,15,19,23,17,7,11,19,17,37,15,21,18,14,15,chicken
34,17,18,20,14,22,13,13,15,14,15,16,11,16,16,18,16,17,17,15,14,15,15,16,14,16,14,29,15,16,12,15,12,chicken
13,19,16,8,16,7,16,16,15,12,15,16,23,15,11,18,9,14,16,18,16,28,15,18,14,15,15,32,16,17,15,16,15,chicken
34,19,14,7,12,11,12,14,14,20,14,13,19,20,16,15,16,18,10,19,15,27,15,15,15,15,14,33,15,15,15,15,16,chicken
29,14,16,14,15,12,17,17,15,21,14,16,15,13,19,19,14,15,13,16,15,19,17,18,13,16,14,35,15,17,15,15,15,chicken
31,15,20,17,16,17,16,11,16,16,12,13,9,17,16,15,16,13,17,15,13,16,16,12,14,15,14,42,16,17,18,16,17,chicken
32,16,19,21,17,19,14,13,16,10,18,14,16,15,17,15,15,17,17,17,14,29,16,16,15,16,15,33,15,15,15,15,15,chicken
36,14,15,16,14,17,16,15,18,19,16,17,14,16,17,17,17,14,15,15,14,28,15,15,12,16,15,31,16,17,15,16,15,chicken
27,9,6,15,10,16,13,10,15,16,17,15,18,15,15,14,23,16,16,16,16,29,16,15,15,14,16,32,15,16,16,16,15,chicken
17,15,24,14,14,8,15,15,12,18,16,14,20,15,18,16,13,19,17,16,14,34,17,16,15,16,16,29,15,15,16,15,15,chicken
25,16,10,16,15,15,16,13,14,12,15,15,12,15,14,15,15,16,17,15,18,20,15,25,22,18,15,38,16,14,13,15,18,chicken
39,15,16,21,15,20,15,15,16,13,16,16,16,15,16,15,16,15,17,16,16,18,15,14,20,14,21,35,17,15,13,17,11,chicken
36,20,18,13,14,18,12,11,18,13,13,15,16,22,15,13,13,15,15,16,17,26,11,15,16,16,17,35,21,17,15,14,14,chicken
26,11,19,15,17,15,21,12,19,15,12,12,17,11,17,16,19,15,16,13,16,17,16,11,13,17,13,34,16,18,12,17,17,chicken
33,17,18,14,19,22,17,14,16,17,16,17,13,15,16,13,12,15,13,16,17,23,16,18,14,15,15,42,15,14,18,16,14,chicken
30,12,13,16,19,13,17,17,17,19,15,15,19,15,18,17,17,13,14,14,16,17,15,15,17,16,17,41,17,16,15,15,13,chicken
27,23,21,14,18,13,16,10,16,12,15,13,16,14,14,13,18,16,13,14,14,20,17,18,16,17,16,42,15,12,15,14,14,chicken
25,14,14,22,16,18,15,15,16,14,17,15,10,15,12,16,15,15,15,16,15,36,15,18,17,15,20,24,16,12,14,16,9,chicken
21,8,13,10,22,11,17,13,11,13,16,15,23,17,11,16,11,18,16,15,17,20,13,13,14,16,13,20,14,13,13,18,12,chicken
39,6,12,19,12,16,14,15,16,18,15,12,13,14,21,18,18,20,16,13,16,25,13,17,16,14,16,34,18,16,16,17,16,chicken
29,19,21,24,16,19,17,17,16,16,17,14,14,14,15,16,14,16,17,17,17,31,17,15,12,16,15,33,14,17,17,14,16,chicken
12,16,15,13,13,16,14,15,14,16,18,20,16,17,15,14,17,16,17,16,16,24,15,15,18,17,17,38,16,16,13,15,14,chicken
18,17,18,14,20,12,20,14,21,16,18,16,21,17,11,17,19,14,15,17,15,27,15,14,15,15,15,32,15,15,15,15,14,chicken
33,15,16,24,16,20,15,13,16,13,17,15,14,17,20,16,18,15,18,16,15,14,15,21,23,15,23,41,16,10,7,16,8,chicken
33,24,16,19,16,11,14,16,10,15,16,16,15,17,15,17,17,17,15,18,17,20,14,15,15,15,16,38,15,13,13,15,13,chicken
33,16,14,14,16,15,14,16,15,15,15,14,17,15,17,14,16,16,15,15,16,24,14,14,18,15,17,36,17,14,11,17,13,chicken
38,12,13,16,15,19,16,13,15,14,14,15,14,14,14,16,17,16,16,15,13,28,15,17,15,16,15,34,16,15,15,15,16,chicken
45,18,20,25,13,24,15,12,12,11,16,21,8,20,13,13,17,14,20,15,16,18,14,15,15,16,13,34,16,16,14,16,14,chicken
31,17,15,22,14,14,17,13,16,15,14,16,15,15,15,15,14,14,18,16,17,31,15,15,18,15,16,33,16,15,13,15,15,chicken
28,11,12,3,17,18,18,14,18,19,4,14,15,13,15,13,16,13,16,17,15,19,13,14,21,18,14,31,16,16,16,16,13,chicken
20,10,5,9,14,7,16,8,21,16,14,16,16,18,16,16,19,19,19,14,16,15,18,21,18,15,20,40,14,13,13,15,13,chicken
36,16,19,19,16,20,14,17,14,17,13,15,12,15,13,15,15,17,15,15,15,18,18,21,16,15,15,28,16,19,16,16,14,chicken
30,12,11,17,18,14,16,15,16,15,15,14,13,14,13,14,15,15,15,16,16,28,14,13,17,16,16,34,18,17,13,15,14,chicken
29,16,23,24,14,22,18,14,19,19,15,14,9,18,13,16,13,16,19,16,18,13,15,11,13,17,12,37,15,15,16,15,14,chicken
45,14,23,17,14,15,16,16,17,16,14,18,16,17,15,15,15,16,13,15,15,14,15,10,14,14,15,39,15,14,17,15,17,chicken
22,15,18,12,13,12,15,15,13,16,16,18,17,17,16,10,17,15,17,15,15,14,16,13,15,15,15,28,15,14,13,15,13,chicken
22,15,18,12,13,12,15,15,13,16,16,18,17,17,16,10,17,15,17,15,15,14,16,13,15,15,15,28,15,14,13,15,13,chicken
27,12,17,11,14,9,15,17,14,16,17,15,22,15,15,15,15,17,15,15,16,30,16,16,15,16,16,30,16,14,15,17,14,chicken
25,16,8,15,18,17,14,19,13,20,18,14,15,16,17,15,16,17,15,16,15,27,16,14,16,16,16,38,16,17,15,16,15,chicken
35,14,16,17,16,13,16,14,18,14,14,14,17,15,15,15,15,15,16,15,17,13,16,9,18,16,14,45,15,19,14,15,16,chicken
37,16,18,22,16,19,17,16,16,13,14,15,15,14,18,15,14,15,15,16,16,31,15,14,15,16,16,38,14,20,15,17,14,chicken
40,15,21,19,17,21,19,13,14,10,19,18,8,15,18,17,11,21,15,15,14,18,15,16,16,16,15,40,16,15,14,16,14,chicken
30,16,12,21,11,17,15,16,16,14,14,14,13,17,16,16,16,18,17,15,16,30,17,16,17,16,16,34,12,15,13,13,12,chicken
34,17,19,25,17,20,18,13,13,12,13,15,11,15,15,13,16,12,19,16,15,29,16,15,17,16,17,33,15,16,13,16,14,chicken
39,14,11,18,12,22,12,17,9,16,15,16,11,22,16,14,18,16,18,15,11,24,15,14,17,16,17,37,16,18,13,17,14,chicken
27,14,17,16,15,17,17,13,17,15,15,15,13,14,11,16,18,17,18,15,14,14,17,13,13,16,14,38,15,16,13,15,13,chicken
24,6,11,15,10,10,18,12,18,16,14,16,14,18,12,17,14,16,18,15,16,18,15,19,16,17,18,30,16,17,15,15,15,chicken
20,12,21,7,13,8,15,18,17,12,16,17,22,14,16,16,12,14,17,16,16,31,14,16,13,15,14,28,15,15,17,16,17,chicken
21,16,6,18,12,8,15,12,13,11,16,16,16,15,14,15,17,17,17,14,16,29,17,14,17,16,15,32,15,17,15,16,15,chicken
33,18,25,16,16,18,15,16,17,15,17,17,11,17,17,18,14,17,15,16,15,30,16,16,15,16,14,33,16,15,16,14,16,chicken
22,19,8,12,18,13,13,13,16,17,18,15,14,14,17,15,17,17,16,16,18,20,15,22,18,15,13,30,16,17,16,16,15,chicken
38,23,22,20,10,19,16,15,17,12,15,15,9,15,15,14,18,18,22,15,17,11,12,13,14,17,14,35,16,16,13,16,14,chicken
32,14,23,22,17,21,17,13,16,14,17,16,11,15,15,16,16,15,18,16,15,31,16,16,15,16,15,31,15,15,16,15,15,chicken
25,17,15,18,13,15,16,16,16,16,15,18,15,17,17,15,15,14,15,16,16,23,15,16,15,16,15,31,17,16,16,16,15,chicken
22,18,14,7,13,15,16,19,16,12,15,17,19,14,12,17,14,14,14,15,17,29,17,16,14,15,16,33,14,17,17,15,15,chicken
29,18,11,14,23,11,15,18,13,14,18,15,15,22,15,14,16,17,15,15,19,30,15,18,15,16,16,32,16,14,16,15,15,chicken
37,17,22,10,16,10,16,19,18,16,17,15,18,14,15,15,16,14,14,16,16,27,15,14,16,16,16,37,14,12,13,14,16,chicken
21,13,10,8,15,7,16,14,18,15,16,13,18,11,16,17,13,17,17,15,16,29,19,14,11,17,15,35,12,19,20,13,16,chicken
28,14,14,16,15,17,14,14,16,13,17,15,15,14,15,16,17,16,17,17,14,14,15,14,15,15,16,35,16,16,14,16,14,chicken
29,15,8,15,13,15,15,16,15,17,14,16,15,17,16,16,15,17,16,16,15,24,16,16,18,16,13,35,16,12,15,15,16,chicken
41,15,18,13,15,10,17,17,16,15,17,15,16,14,13,16,16,16,17,15,15,30,15,18,16,15,16,31,16,14,15,16,15,chicken
29,14,14,27,15,15,15,15,17,18,20,16,16,15,17,17,15,16,16,15,15,24,16,17,20,15,15,35,16,15,12,16,15,chicken
25,15,15,15,16,15,16,15,16,14,15,15,15,15,16,15,15,14,15,17,15,25,16,16,12,16,14,29,15,14,16,16,13,chicken
35,12,12,17,17,19,12,19,16,18,15,17,14,17,16,14,17,18,15,17,15,28,14,17,16,15,17,35,16,13,14,16,13,chicken
35,12,12,20,19,15,19,11,22,13,16,14,14,15,17,15,17,15,17,14,16,27,16,15,15,17,14,35,15,17,16,14,17,chicken
21,15,13,22,17,21,14,15,15,19,14,16,10,16,15,15,18,17,18,16,16,14,16,15,11,15,12,41,13,17,16,13,15,chicken
34,13,14,21,15,23,17,14,16,14,13,16,8,17,14,14,17,14,19,17,16,30,16,15,18,14,17,34,16,16,12,17,12,chicken
32,18,16,16,14,20,17,13,19,15,16,15,13,15,14,14,16,15,17,15,16,18,16,14,18,16,18,46,18,18,10,16,11,chicken
21,22,24,20,7,12,15,17,16,17,17,15,18,19,16,16,16,13,16,15,15,26,12,9,14,17,14,34,16,19,16,14,16,chicken
33,18,18,13,15,11,16,12,15,17,15,14,16,15,14,17,16,16,16,16,16,26,15,15,16,15,15,41,17,16,16,16,16,chicken
24,17,22,24,15,18,17,15,17,14,12,16,13,17,19,16,15,14,14,16,17,29,16,20,15,15,17,33,16,14,14,16,13,chicken
23,18,11,16,17,13,15,16,14,14,17,15,18,15,17,17,15,17,16,15,14,15,17,19,11,17,15,34,16,14,15,16,16,chicken
38,16,17,21,14,16,13,14,17,13,17,15,16,16,22,17,13,16,16,13,13,29,19,16,22,16,17,29,13,15,9,14,14,chicken
30,17,15,24,16,14,16,17,14,13,14,16,14,15,15,16,18,14,17,16,17,29,15,15,16,15,17,37,17,18,15,16,13,chicken
21,15,20,23,16,19,18,17,17,14,18,18,11,16,18,16,14,15,12,16,13,30,15,18,14,15,16,32,16,13,17,16,16,chicken
26,11,13,18,14,14,17,14,17,13,14,15,17,15,17,15,17,15,19,15,15,25,14,16,15,15,15,36,17,16,16,17,16,chicken
30,12,14,17,19,17,15,12,12,13,15,15,17,17,16,17,15,16,16,16,16,26,15,14,13,16,14,32,16,15,16,15,15,chicken
36,15,11,20,16,12,15,17,15,14,13,16,15,15,16,14,16,13,16,15,17,16,15,17,15,16,15,41,16,15,15,15,15,chicken
24,14,19,12,15,12,16,15,18,13,14,16,16,15,14,17,15,13,17,16,14,19,16,17,10,15,10,30,16,14,15,15,16,chicken
28,16,22,17,16,17,15,9,16,16,14,13,14,14,16,13,19,17,18,15,16,19,15,18,15,15,16,44,18,11,15,16,14,chicken
26,15,16,13,13,11,15,13,13,13,16,17,18,18,17,15,15,19,17,16,16,18,15,16,14,15,12,26,15,16,14,15,14,chicken
24,17,28,13,19,12,16,15,18,15,15,15,14,16,15,16,15,17,13,15,13,31,16,16,13,16,15,31,15,17,16,15,16,chicken
29,15,21,17,14,9,17,16,14,18,17,18,18,17,17,15,13,14,15,14,14,22,15,15,15,15,16,34,16,15,15,16,15,chicken
28,11,12,19,14,16,16,15,16,23,16,17,14,15,16,16,15,16,16,15,12,23,16,21,16,15,15,36,15,12,15,16,16,chicken
28,14,2,15,16,17,19,12,18,15,18,15,12,16,14,16,18,16,20,15,17,14,16,21,19,15,16,45,17,17,11,16,11,chicken
22,20,20,13,11,9,14,18,12,16,15,17,19,16,17,16,15,17,14,16,15,29,16,14,15,15,16,34,15,17,16,16,14,chicken
28,16,6,24,16,20,18,13,15,24,16,13,8,18,15,16,15,14,18,14,17,26,15,19,18,16,17,37,17,15,12,17,13,chicken
43,18,12,23,17,19,15,14,13,17,13,16,10,14,17,17,16,19,17,17,15,32,16,19,15,16,15,30,15,12,15,15,17,chicken
36,10,16,12,13,15,16,17,16,12,14,16,17,16,14,15,13,16,16,16,17,25,15,16,15,15,15,36,15,17,17,15,16,chicken
29,20,11,14,17,18,15,14,16,16,14,13,15,15,16,14,15,16,14,16,15,26,15,18,17,15,19,39,16,13,14,16,12,chicken
42,10,18,19,15,18,15,15,15,14,15,18,15,15,16,18,15,16,15,17,15,31,16,14,14,15,15,30,16,15,17,16,16,chicken
28,15,19,11,15,12,16,16,16,13,15,16,19,14,14,16,13,16,16,14,15,24,16,16,13,15,15,36,15,15,17,15,16,chicken
22,11,18,10,13,12,15,15,18,11,15,17,18,15,15,16,12,16,18,16,16,24,15,15,15,15,16,34,16,15,15,16,15,chicken
36,15,24,21,21,24,14,11,12,17,16,12,12,14,15,17,17,21,15,14,14,25,21,14,16,13,14,35,12,16,13,17,12,chicken
48,18,16,16,14,17,15,15,14,13,16,18,14,18,15,13,15,16,17,15,14,20,15,15,17,15,16,35,14,16,14,15,14,chicken
29,16,23,19,16,15,16,15,16,11,14,17,16,16,21,14,13,14,17,16,16,20,15,14,13,15,15,31,18,16,13,18,17,chicken
33,16,14,24,17,14,17,16,15,16,13,13,17,16,15,17,14,14,14,15,15,17,15,19,13,14,15,33,16,16,15,15,16,chicken
27,14,15,20,15,19,17,14,16,16,15,15,12,16,18,16,18,15,17,15,16,16,16,16,17,16,15,33,15,16,10,14,12,chicken
27,18,19,16,15,18,12,10,17,14,17,15,14,17,13,18,17,15,18,16,15,18,16,16,16,17,15,44,15,16,13,14,13,chicken
34,19,24,19,12,16,16,15,16,13,14,18,13,20,15,15,12,11,15,16,18,30,12,15,15,15,16,35,18,15,14,17,14,chicken
34,18,11,19,13,20,17,17,14,15,15,19,10,20,15,16,15,19,13,16,17,31,16,15,15,15,15,31,15,15,16,15,16,chicken
36,16,15,26,16,21,13,13,14,15,15,16,10,14,18,14,18,16,20,16,16,19,16,15,14,16,14,36,13,16,13,13,14,chicken
25,17,20,12,17,13,15,13,14,14,14,16,16,14,14,15,15,16,17,14,16,15,17,17,14,18,11,28,16,16,15,16,12,chicken
27,14,24,14,14,15,15,18,14,16,16,17,16,18,13,16,18,16,14,15,15,33,17,20,14,15,16,26,16,18,13,14,14,chicken
33,14,16,20,14,14,17,16,16,18,18,16,17,16,16,16,16,14,15,16,17,22,15,16,16,15,15,38,17,15,14,16,17,chicken
35,19,12,16,21,19,17,15,20,11,16,15,14,15,14,16,14,14,19,15,16,15,15,19,16,14,13,31,16,17,16,16,15,chicken
34,15,16,15,14,15,16,15,14,14,16,16,17,16,17,16,16,16,17,17,16,21,16,17,11,16,12,24,14,16,14,15,15,chicken
37,15,19,15,18,15,16,13,16,9,18,17,18,12,14,16,15,16,18,13,16,24,16,16,12,17,13,27,16,14,16,15,14,chicken
27,18,19,16,15,18,12,10,17,14,17,15,14,17,13,18,17,15,18,16,15,18,16,16,16,17,15,44,15,16,13,14,13,chicken
24,10,22,12,8,8,14,15,16,14,14,18,13,17,16,13,17,19,15,16,14,21,17,12,16,15,17,36,16,16,15,17,15,chicken
35,13,17,22,13,18,20,18,13,12,17,14,14,13,18,16,16,15,17,15,17,29,16,15,16,15,15,32,15,16,15,16,16,chicken
43,16,8,11,15,15,12,15,15,16,15,15,16,14,15,16,15,17,19,16,15,30,16,17,16,15,15,33,16,14,15,16,16,chicken
35,11,10,20,13,18,17,17,14,18,14,14,13,17,16,13,15,17,17,16,14,31,14,16,14,14,15,31,17,19,16,15,15,chicken
25,15,27,16,16,13,14,17,19,13,16,15,16,13,17,16,15,16,12,14,15,14,14,13,17,14,16,27,15,24,14,16,9,chicken
33,15,17,17,15,15,17,15,15,14,13,15,14,15,16,14,17,15,18,16,16,30,15,15,16,16,16,33,15,16,15,14,15,chicken
33,22,8,15,22,17,15,18,16,20,19,11,18,16,14,14,13,16,15,13,18,28,14,18,16,14,15,36,17,10,15,17,16,chicken
35,16,16,19,16,21,19,14,20,17,11,14,7,13,15,15,16,15,19,15,16,31,15,16,16,15,15,31,17,16,15,16,16,chicken
26,17,18,28,12,22,17,9,13,17,16,21,10,21,19,17,19,16,19,18,15,29,16,17,14,17,15,35,15,14,17,14,16,chicken
41,16,19,18,15,14,16,13,14,15,15,17,14,16,16,16,15,15,16,15,17,29,15,17,16,15,17,34,16,13,14,15,14,chicken
44,13,16,18,17,16,19,17,21,17,14,15,11,15,17,16,16,13,16,16,15,17,14,13,10,10,13,30,18,20,14,15,14,chicken
24,20,15,15,16,14,19,16,15,15,18,16,16,15,14,16,15,15,15,16,15,29,16,15,16,16,17,33,15,16,15,15,14,chicken
35,14,18,14,17,12,14,14,17,18,18,16,15,16,13,17,15,16,17,15,14,20,12,17,15,15,15,41,19,16,16,16,16,chicken
36,20,18,21,16,17,18,13,13,16,14,13,13,17,13,17,14,15,18,14,17,20,16,22,17,16,18,36,15,14,12,15,13,chicken
44,18,15,11,16,14,15,16,16,12,12,17,17,17,15,15,15,15,13,16,15,16,16,16,20,16,21,41,15,15,14,15,13,chicken
32,16,27,17,15,16,17,16,13,12,16,16,15,17,16,16,15,15,14,17,16,14,18,13,15,16,15,31,16,19,15,15,13,chicken
32,17,20,22,16,19,14,12,15,16,14,15,13,16,12,16,18,17,18,15,15,30,17,18,14,15,16,30,15,14,14,14,15,chicken
22,24,12,10,13,8,10,16,13,14,21,17,18,19,18,18,15,18,19,16,14,31,15,18,14,16,16,32,15,13,16,14,15,chicken
