@relation 'horse-weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter-DD:\\savas-weka.filters.unsupervised.attribute.Remove-R1'

@attribute 'MPEG-7 Color Layout0' numeric
@attribute 'MPEG-7 Color Layout1' numeric
@attribute 'MPEG-7 Color Layout2' numeric
@attribute 'MPEG-7 Color Layout3' numeric
@attribute 'MPEG-7 Color Layout4' numeric
@attribute 'MPEG-7 Color Layout5' numeric
@attribute 'MPEG-7 Color Layout6' numeric
@attribute 'MPEG-7 Color Layout7' numeric
@attribute 'MPEG-7 Color Layout8' numeric
@attribute 'MPEG-7 Color Layout9' numeric
@attribute 'MPEG-7 Color Layout10' numeric
@attribute 'MPEG-7 Color Layout11' numeric
@attribute 'MPEG-7 Color Layout12' numeric
@attribute 'MPEG-7 Color Layout13' numeric
@attribute 'MPEG-7 Color Layout14' numeric
@attribute 'MPEG-7 Color Layout15' numeric
@attribute 'MPEG-7 Color Layout16' numeric
@attribute 'MPEG-7 Color Layout17' numeric
@attribute 'MPEG-7 Color Layout18' numeric
@attribute 'MPEG-7 Color Layout19' numeric
@attribute 'MPEG-7 Color Layout20' numeric
@attribute 'MPEG-7 Color Layout21' numeric
@attribute 'MPEG-7 Color Layout22' numeric
@attribute 'MPEG-7 Color Layout23' numeric
@attribute 'MPEG-7 Color Layout24' numeric
@attribute 'MPEG-7 Color Layout25' numeric
@attribute 'MPEG-7 Color Layout26' numeric
@attribute 'MPEG-7 Color Layout27' numeric
@attribute 'MPEG-7 Color Layout28' numeric
@attribute 'MPEG-7 Color Layout29' numeric
@attribute 'MPEG-7 Color Layout30' numeric
@attribute 'MPEG-7 Color Layout31' numeric
@attribute 'MPEG-7 Color Layout32' numeric
@attribute class {chicken,cat,horse}

@data
37,12,19,16,16,17,15,14,16,15,17,14,15,14,17,17,16,14,16,16,15,29,16,17,16,16,17,33,15,15,15,16,14,cat
9,16,9,13,13,9,16,18,17,11,15,13,19,16,18,16,14,15,16,16,17,31,15,16,16,16,16,33,17,15,15,15,15,cat
32,13,22,12,20,15,13,17,13,13,15,16,15,14,17,13,17,14,15,13,18,27,16,20,18,17,18,33,16,12,16,14,14,cat
17,12,19,11,16,10,15,13,15,14,14,13,16,19,15,16,14,14,15,16,15,20,16,15,17,16,17,41,17,15,14,15,13,cat
25,15,12,16,13,8,18,16,16,14,15,16,18,18,17,14,15,15,17,16,16,40,16,17,18,17,22,22,15,15,14,14,9,cat
11,13,18,13,15,10,17,15,17,15,18,16,19,16,18,16,16,15,17,17,12,26,17,16,15,15,18,38,14,15,17,16,14,cat
33,8,9,17,10,9,14,11,17,13,14,15,15,15,14,17,15,16,16,15,16,31,15,15,17,16,16,31,16,16,15,16,16,cat
14,15,15,11,17,8,16,16,15,14,15,17,21,16,14,14,16,15,17,15,15,23,17,14,15,15,16,40,14,16,16,16,15,cat
48,16,16,16,16,17,14,15,15,14,15,15,15,15,13,15,16,16,17,15,15,27,16,17,19,15,19,34,16,14,13,16,13,cat
14,16,19,9,14,9,12,13,15,14,16,17,19,15,20,17,15,17,18,14,16,27,17,15,16,15,16,37,15,16,15,17,15,cat
17,14,15,9,17,12,13,16,13,19,9,15,17,19,21,14,13,16,17,17,17,23,15,14,17,16,17,38,17,16,14,16,13,cat
15,11,10,13,16,15,15,12,16,15,15,15,16,16,14,15,17,16,18,16,14,28,16,14,14,16,16,35,16,15,16,16,15,cat
30,24,16,16,18,18,16,16,14,16,14,17,14,15,12,16,17,14,15,14,14,27,17,16,15,16,16,33,15,14,15,16,15,cat
18,13,17,16,17,9,13,15,14,14,15,18,17,15,17,18,16,16,17,15,16,28,14,16,17,16,17,36,16,14,15,16,14,cat
22,24,15,12,16,12,23,16,14,17,13,19,21,16,14,16,13,15,13,12,16,29,16,15,15,15,16,34,16,15,16,16,15,cat
14,17,18,11,15,9,15,16,16,13,16,15,18,17,19,17,15,15,17,17,16,25,16,15,17,15,16,39,15,15,15,16,15,cat
16,15,10,15,13,13,18,16,15,15,13,17,16,15,13,15,15,14,18,15,17,28,15,15,15,16,15,32,16,16,16,15,16,cat
14,13,13,14,17,17,16,12,16,12,13,16,15,16,17,16,17,17,17,16,13,27,16,15,15,16,17,36,15,15,15,15,15,cat
28,18,15,19,16,14,11,15,12,15,14,15,13,15,13,15,16,20,17,18,16,33,15,15,18,16,18,41,16,18,15,15,17,cat
20,11,10,14,18,12,18,12,16,13,15,15,17,13,19,16,16,16,18,16,14,29,14,16,14,16,17,35,17,14,16,15,15,cat
25,15,13,13,15,12,16,15,16,15,15,15,18,15,17,16,15,15,17,16,16,13,15,17,13,15,13,29,16,17,15,15,13,cat
12,16,19,11,14,7,12,13,16,15,15,16,18,14,22,15,15,16,18,15,15,30,16,15,16,15,15,33,15,16,15,16,16,cat
47,16,15,20,15,18,14,17,12,17,13,16,11,15,15,15,15,17,15,16,14,31,16,16,16,16,16,31,16,16,15,15,16,cat
18,17,15,13,14,4,18,16,14,16,15,16,18,15,16,14,17,15,17,16,16,29,15,15,16,15,15,33,16,16,16,16,16,cat
16,21,13,14,20,11,11,15,10,12,17,14,20,9,14,14,12,15,15,14,14,29,13,17,17,15,17,32,19,12,15,15,16,cat
20,17,24,11,16,7,16,14,16,14,15,15,18,16,14,15,16,15,15,13,18,31,14,12,20,15,20,32,17,17,12,16,12,cat
49,17,15,16,16,12,16,16,14,16,14,15,15,16,15,16,16,15,15,16,15,30,16,16,16,15,16,32,15,15,16,16,15,cat
12,19,15,14,14,7,12,18,15,15,15,16,20,17,19,17,15,17,16,15,15,30,15,15,15,16,15,32,15,15,16,15,16,cat
36,15,21,18,16,19,15,17,14,19,15,16,12,15,15,14,17,17,16,17,13,28,15,17,15,16,16,36,15,13,16,16,15,cat
12,17,16,14,14,6,13,19,16,15,14,15,19,16,21,17,14,16,17,15,15,31,15,15,15,16,15,32,15,16,16,15,16,cat
25,6,12,17,20,13,23,17,22,15,15,16,16,24,10,15,13,15,16,15,14,27,15,15,16,16,16,33,16,16,15,15,15,cat
14,14,15,13,18,13,20,15,17,14,16,16,18,14,17,14,14,15,16,15,16,28,14,15,16,16,15,34,16,15,16,15,15,cat
14,12,11,15,17,10,15,10,16,12,16,12,16,21,19,16,16,16,22,16,15,23,12,15,17,16,14,29,14,16,16,16,13,cat
15,22,17,15,14,9,13,16,14,16,15,14,16,15,17,17,15,16,16,16,14,30,17,15,16,15,16,33,15,15,15,16,16,cat
41,16,16,16,11,14,12,12,14,14,21,16,15,17,15,17,16,16,17,17,15,21,14,16,20,15,18,38,17,16,13,16,14,cat
10,13,6,13,20,8,13,19,13,14,12,14,18,18,15,17,16,17,17,16,19,22,19,19,13,14,15,42,11,14,19,15,18,cat
46,13,14,15,18,16,18,14,18,12,18,15,15,15,16,16,15,13,17,18,14,27,16,16,16,17,16,32,16,14,15,16,15,cat
10,14,14,12,16,4,17,18,13,14,17,17,19,13,18,18,16,18,17,17,16,30,15,15,15,16,14,32,16,16,15,15,17,cat
30,23,19,11,8,13,14,19,18,22,16,15,15,16,13,16,15,16,14,14,15,20,15,10,15,13,15,41,16,19,16,18,16,cat
32,12,10,14,22,12,13,17,16,14,17,13,15,14,13,14,16,11,18,16,17,26,15,13,14,17,17,35,16,18,17,14,14,cat
29,8,14,15,23,15,16,15,19,18,19,16,16,16,16,17,16,14,15,13,17,20,13,16,15,16,17,38,17,15,16,15,14,cat
19,11,20,15,18,16,17,14,17,15,16,15,16,15,16,16,15,15,15,16,16,32,16,16,16,16,16,32,16,16,16,16,16,cat
40,17,11,12,16,10,16,15,16,14,16,15,18,18,18,15,15,16,17,15,14,27,17,12,13,16,16,31,15,15,15,15,14,cat
10,15,23,13,15,16,15,17,13,19,15,14,15,12,14,13,13,13,15,16,15,32,16,16,15,16,16,31,16,16,16,16,15,cat
22,9,23,20,17,24,24,9,16,18,18,17,16,13,17,17,18,13,15,18,17,18,20,15,18,18,12,38,14,15,15,16,16,cat
9,16,20,13,17,13,18,13,15,12,13,15,16,15,16,16,16,16,18,14,15,31,17,15,15,16,15,32,15,16,16,15,16,cat
44,12,17,16,16,12,19,13,15,14,15,15,14,14,14,12,16,16,17,16,16,30,16,17,16,16,19,32,15,14,15,15,13,cat
25,22,13,17,20,9,18,14,14,12,17,15,18,15,18,16,16,15,19,17,15,15,17,16,19,19,18,45,12,15,13,12,16,cat
46,15,15,17,15,15,18,16,16,15,15,15,15,14,14,15,16,16,16,16,15,27,16,18,17,16,20,34,15,14,14,15,13,cat
35,16,11,16,14,17,14,15,13,16,15,14,14,15,16,14,16,17,14,16,14,31,15,15,16,15,16,32,16,16,15,16,15,cat
21,22,23,15,13,12,11,17,13,15,18,14,18,17,15,15,16,19,16,17,15,29,16,15,15,15,15,31,15,16,15,16,15,cat
28,16,16,17,16,16,16,14,15,16,15,16,15,16,15,16,16,15,15,16,15,35,17,18,17,14,19,27,14,13,14,16,12,cat
45,17,26,11,16,14,17,17,17,15,13,16,16,14,15,15,16,15,14,17,16,24,13,20,15,13,14,32,16,16,14,17,15,cat
24,11,16,15,16,13,12,15,16,16,16,16,14,17,15,16,15,16,15,16,15,32,16,16,16,16,16,32,16,16,16,16,16,cat
27,17,11,13,23,10,16,13,18,14,15,15,17,16,15,15,14,14,17,15,15,30,14,17,17,17,15,33,16,15,15,14,16,cat
24,12,14,14,16,11,13,16,17,15,15,16,15,16,14,15,16,16,15,16,16,32,14,17,17,16,18,30,16,15,14,15,14,cat
25,22,11,10,23,7,13,17,22,14,15,14,19,14,12,15,14,14,18,14,15,28,16,16,14,16,13,32,16,15,17,15,18,cat
24,12,16,15,15,15,12,14,16,14,15,16,13,16,13,16,16,17,16,16,16,32,16,16,16,16,16,32,16,16,16,16,16,cat
23,12,18,13,16,4,13,18,16,10,10,14,21,17,13,15,13,18,18,14,14,28,16,17,15,16,17,33,16,15,16,16,14,cat
23,18,15,13,13,12,17,17,16,15,15,16,16,15,15,15,16,15,16,16,15,33,15,17,17,16,18,30,16,15,15,15,14,cat
29,25,16,13,10,16,12,16,8,7,16,17,19,15,13,15,17,17,16,15,11,26,19,17,15,13,17,36,12,15,17,18,14,cat
21,16,19,16,21,14,18,15,17,14,17,16,14,13,17,15,14,15,17,15,14,30,13,17,18,17,17,33,17,15,13,15,13,cat
27,17,18,7,10,11,17,13,16,23,14,15,15,18,14,15,16,13,13,12,17,27,15,14,18,14,17,34,15,16,15,17,16,cat
29,19,12,20,16,15,11,17,13,14,15,16,13,16,17,15,15,17,17,14,17,25,15,19,18,16,18,39,15,14,14,16,15,cat
32,15,10,9,15,13,15,15,15,11,13,13,15,15,16,16,16,12,15,13,16,32,16,15,15,16,16,31,15,17,16,15,15,cat
11,8,11,13,20,10,21,16,18,16,15,16,18,14,15,15,16,13,18,15,16,28,15,15,15,16,15,34,16,17,16,15,16,cat
23,10,13,13,13,13,18,14,12,17,18,16,14,17,14,18,17,16,14,16,17,31,16,13,13,17,15,24,15,18,16,16,14,cat
11,8,7,14,20,7,10,14,13,16,13,14,22,15,18,16,19,13,16,17,16,30,15,16,16,16,15,31,17,14,16,16,15,cat
50,15,16,14,15,14,15,15,16,16,14,16,16,15,15,16,16,16,16,16,15,28,16,15,17,16,17,33,15,15,14,15,14,cat
14,16,18,14,19,11,16,12,11,12,14,19,15,13,13,18,17,16,19,17,21,31,16,16,16,14,17,30,16,15,16,17,14,cat
37,11,17,15,19,14,19,16,12,17,12,17,17,15,14,15,17,13,15,19,14,26,11,15,15,13,16,36,18,17,16,17,15,cat
13,20,20,16,18,12,12,21,14,15,15,15,17,16,20,14,17,16,13,15,16,31,15,19,17,16,18,31,16,13,14,15,14,cat
36,18,15,15,14,15,16,17,15,16,14,14,16,14,18,18,15,17,15,16,17,26,17,15,13,14,14,35,14,16,17,16,16,cat
16,17,20,15,15,11,15,18,12,14,16,17,17,17,18,16,15,15,14,16,15,29,14,20,17,15,17,33,17,13,14,16,14,cat
16,15,11,12,14,6,18,13,14,14,14,17,18,17,15,16,17,15,19,15,14,31,15,14,15,15,14,33,15,18,15,17,17,cat
9,13,7,7,20,6,17,19,12,17,14,15,22,14,12,17,18,17,16,16,20,34,15,14,13,16,14,29,16,17,17,15,16,cat
25,21,19,8,14,11,13,10,14,11,14,14,16,14,15,16,19,14,19,17,15,15,16,14,15,18,14,31,15,15,13,17,13,cat
25,19,19,12,13,16,16,18,18,17,14,14,15,17,15,15,15,15,17,17,18,34,15,15,14,14,17,31,16,16,17,16,15,cat
45,15,19,17,16,19,17,13,16,15,16,15,14,15,17,14,14,14,16,17,16,28,15,17,16,15,19,34,16,15,15,16,13,cat
26,20,19,13,13,16,16,18,18,17,15,14,14,16,16,16,15,15,16,18,18,34,15,14,14,14,17,31,16,17,17,16,15,cat
35,14,19,11,14,20,17,13,15,16,17,17,15,14,16,15,19,18,17,15,16,27,16,17,17,15,18,35,15,14,14,16,13,cat
15,9,15,13,11,14,14,14,18,14,16,14,16,19,15,15,16,14,18,17,17,29,15,16,18,15,18,31,16,15,13,16,13,cat
44,18,19,20,14,20,12,13,14,12,18,17,12,17,14,16,16,17,19,14,14,28,15,16,17,15,18,33,16,15,14,16,14,cat
37,20,12,16,10,12,14,17,11,17,13,15,14,14,13,12,15,19,17,15,16,25,15,17,12,15,17,31,11,16,15,16,16,cat
33,11,21,22,13,25,20,7,20,13,17,17,11,16,15,17,18,10,18,15,13,32,16,15,15,16,15,32,16,16,16,16,16,cat
38,14,11,13,21,16,17,10,16,14,15,18,14,14,15,15,14,16,15,16,15,31,15,17,18,16,17,27,18,12,15,16,12,cat
47,17,18,15,14,15,16,13,16,14,14,16,16,15,16,16,14,16,17,15,16,27,16,19,14,15,16,36,15,12,17,16,15,cat
18,10,10,16,19,13,16,14,15,15,15,16,15,11,17,15,14,14,16,14,13,12,20,17,14,16,13,38,17,15,14,17,14,cat
27,16,12,17,13,11,15,14,15,14,14,16,17,17,17,16,15,18,18,16,14,15,17,17,17,16,14,47,15,14,13,17,17,cat
21,14,18,12,16,7,16,16,15,14,14,14,16,15,15,14,15,15,14,14,15,14,12,18,15,15,17,48,20,14,17,16,17,cat
45,17,19,19,15,20,12,12,16,12,17,16,11,18,13,17,16,15,19,15,15,29,16,17,17,15,19,33,15,15,15,16,13,cat
27,13,20,17,18,16,15,14,17,17,14,15,15,17,15,15,17,15,14,16,14,17,14,11,17,16,15,40,16,17,15,15,16,cat
28,21,23,11,18,19,13,25,15,12,17,13,17,13,14,16,14,15,19,16,14,26,16,18,16,16,17,32,15,14,16,16,15,cat
29,18,12,19,10,20,9,15,13,15,16,14,12,18,19,18,17,19,15,15,17,22,13,14,18,14,16,38,17,17,14,17,15,cat
39,12,24,13,19,13,15,15,19,16,17,14,18,14,14,15,15,16,16,15,16,30,16,17,15,16,16,32,15,15,16,16,15,cat
39,15,19,22,15,17,15,16,16,12,17,16,13,15,20,15,12,17,15,15,14,21,12,17,20,16,18,39,18,14,12,16,14,cat
46,15,15,17,15,15,18,16,16,15,15,15,15,14,14,15,16,16,16,16,15,27,16,18,17,16,20,34,15,14,14,15,13,cat
35,16,18,13,13,15,19,12,14,14,15,15,16,19,17,19,19,16,16,14,16,22,13,21,14,15,17,40,17,12,16,16,15,cat
19,15,16,10,16,4,18,15,17,13,14,16,14,14,11,14,16,15,14,16,15,28,17,14,18,15,18,32,15,16,15,16,14,cat
26,11,17,15,19,11,15,16,15,16,15,15,16,17,15,18,16,14,16,16,15,32,16,17,16,16,17,29,15,14,15,16,13,cat
6,11,7,13,17,6,24,19,17,18,10,17,21,14,15,10,17,11,13,15,19,32,16,16,16,16,16,32,16,16,16,16,16,cat
15,7,20,9,17,8,13,16,24,16,14,14,11,17,19,15,17,18,17,17,17,23,13,11,18,15,19,39,19,19,14,16,13,cat
37,16,18,17,14,20,17,16,17,16,16,17,12,17,13,14,15,14,14,15,15,32,15,15,16,16,15,31,15,16,16,15,16,cat
16,15,18,15,17,11,22,13,17,15,16,15,16,14,16,12,16,14,15,15,16,28,13,15,14,15,14,29,16,15,16,15,13,cat
26,21,13,12,14,14,13,14,16,13,13,17,15,15,14,15,16,16,17,16,14,17,15,14,16,15,14,30,16,16,13,15,13,cat
20,16,18,20,15,21,12,13,16,10,20,15,13,16,16,18,16,19,18,16,14,20,7,16,16,12,17,30,17,12,17,17,12,cat
19,13,5,16,19,8,16,14,13,13,16,11,20,14,15,14,15,17,17,17,12,28,17,16,15,15,16,35,14,15,15,16,15,cat
20,14,15,12,12,10,15,17,15,15,14,15,20,14,15,13,15,14,18,15,12,21,10,15,17,14,21,39,20,16,15,17,12,cat
42,18,18,19,16,18,15,14,15,13,19,15,14,16,16,16,15,14,17,14,14,23,18,18,19,15,18,36,14,14,13,16,13,cat
16,14,10,11,17,7,16,13,17,17,14,16,18,17,18,17,16,16,18,14,14,19,18,14,17,12,19,40,14,18,15,18,13,cat
27,17,11,13,23,10,16,13,18,14,15,15,17,16,15,15,14,14,17,15,15,30,14,17,17,17,15,33,16,15,15,14,16,cat
14,17,13,7,16,7,12,13,16,13,14,16,15,15,15,16,15,18,16,16,16,32,16,16,16,16,16,32,16,16,16,16,16,cat
42,14,16,15,16,13,19,17,16,16,17,16,16,16,16,14,15,14,16,15,16,28,15,15,16,16,16,33,16,15,15,15,15,cat
27,10,15,14,17,15,11,14,18,18,15,14,18,13,16,14,15,16,17,14,14,18,13,18,20,16,20,37,16,12,12,16,12,cat
36,13,7,20,18,8,11,16,21,18,18,17,17,14,16,16,17,17,15,18,20,30,15,15,16,16,15,35,16,13,16,17,16,cat
32,18,22,14,13,14,15,13,16,17,13,14,18,16,14,16,17,16,15,15,15,15,16,18,19,14,21,39,15,14,14,16,13,cat
29,15,25,16,16,23,15,12,16,17,20,15,14,16,20,16,18,16,15,15,16,30,16,16,16,15,16,31,16,16,16,15,15,cat
25,10,16,16,14,16,18,17,16,14,17,14,18,15,17,17,16,14,14,16,15,33,9,16,16,15,8,29,20,14,15,16,21,cat
20,19,18,9,17,7,15,12,14,15,16,15,21,16,17,15,16,17,17,15,15,28,16,16,14,14,14,36,17,15,17,16,17,cat
24,11,17,16,15,16,18,15,13,15,17,15,16,15,17,16,18,15,15,15,13,33,7,16,17,15,8,30,23,15,15,17,20,cat
35,13,22,14,15,22,21,15,18,20,17,15,17,14,19,18,14,15,12,16,17,30,16,16,16,15,16,32,16,15,15,16,15,cat
35,15,24,17,17,18,17,17,14,15,15,15,14,17,16,15,14,14,14,15,16,29,16,13,15,15,16,31,15,17,16,16,15,cat
30,18,14,13,11,14,14,16,17,17,15,17,16,17,15,13,13,19,14,15,17,22,17,14,15,12,15,38,14,17,16,19,16,cat
25,18,14,16,15,19,21,16,17,21,15,15,17,15,17,12,18,15,14,16,16,22,16,15,14,16,16,39,16,17,16,15,15,cat
19,15,14,13,18,7,20,10,17,17,12,12,15,17,14,15,19,15,17,18,17,22,17,15,16,15,18,39,13,15,16,15,12,cat
25,17,24,12,20,15,19,17,12,17,19,15,18,11,13,16,17,16,15,16,17,18,18,7,13,16,11,39,14,19,16,15,18,cat
10,20,12,16,18,7,8,16,14,14,15,15,17,15,15,18,16,17,15,15,13,31,16,16,16,16,16,32,16,16,16,16,16,cat
21,24,24,18,14,24,10,8,14,14,17,15,16,13,16,19,17,18,16,15,16,30,16,18,16,14,13,35,15,15,15,16,17,cat
25,6,12,17,20,13,23,17,22,15,15,16,16,24,10,15,13,15,16,15,14,27,15,15,16,16,16,33,16,16,15,15,15,cat
37,13,13,16,16,10,20,15,17,15,14,14,16,16,16,13,16,14,15,16,16,17,14,14,16,16,14,44,17,18,15,15,18,cat
46,13,18,15,18,15,17,16,15,16,17,16,15,14,16,16,14,15,16,15,16,28,15,16,16,16,18,33,16,15,15,15,14,cat
18,17,15,8,18,15,17,17,14,17,14,18,16,19,16,17,17,15,15,16,15,20,14,16,15,16,20,35,15,14,15,15,10,cat
42,14,15,16,15,13,17,16,15,15,16,16,15,17,15,16,16,14,16,15,15,31,16,15,16,15,17,32,15,16,15,16,15,cat
29,6,18,18,16,13,16,14,14,14,13,15,15,15,15,19,17,18,17,15,16,26,13,17,15,15,15,41,16,9,18,18,12,cat
49,15,16,16,15,15,15,15,16,15,15,16,15,16,14,16,16,15,16,16,15,28,16,16,17,16,20,33,15,15,15,15,13,cat
23,8,21,10,13,11,15,15,17,21,13,14,14,15,14,16,15,17,15,16,15,26,16,13,16,16,17,35,15,17,15,15,15,cat
23,22,9,19,20,9,7,14,14,12,11,17,13,10,14,18,16,16,13,15,14,26,15,17,15,16,15,35,16,15,16,16,15,cat
16,20,19,16,14,10,17,18,17,14,14,17,19,15,18,14,14,14,17,18,14,22,16,12,12,13,13,29,17,16,15,14,15,cat
30,13,13,8,13,11,18,16,15,15,14,15,16,13,18,14,16,15,15,16,14,9,17,16,18,17,12,25,13,19,14,14,12,cat
21,20,20,17,13,13,17,17,19,16,16,16,16,16,14,15,15,15,14,16,17,21,16,10,12,13,12,30,17,16,16,14,15,cat
22,3,10,16,12,11,19,17,18,16,13,17,10,19,15,19,13,13,16,16,16,22,14,17,15,17,14,40,15,13,15,15,18,cat
4,12,16,12,15,14,19,15,18,16,16,16,17,16,13,16,16,13,16,15,16,33,15,16,15,16,16,31,16,16,16,16,16,cat
44,14,18,16,15,21,18,11,17,15,18,16,15,15,15,15,17,15,17,16,15,29,15,16,16,15,17,33,16,15,15,16,14,cat
21,9,15,15,12,19,7,19,16,13,15,15,16,15,14,19,14,17,16,15,16,21,16,20,15,13,16,40,14,11,16,18,14,cat
22,18,7,18,15,17,12,15,14,13,16,17,11,17,15,17,15,18,20,14,15,27,16,20,14,14,14,37,15,15,16,18,17,cat
28,16,7,17,15,14,14,15,12,16,15,16,15,16,15,16,17,17,16,15,17,17,16,11,16,15,13,27,15,14,14,16,15,cat
19,28,12,10,24,13,12,13,7,11,15,17,18,11,16,16,15,16,14,14,15,25,12,17,16,13,16,35,18,14,16,17,15,cat
30,17,14,15,14,12,13,16,15,13,15,14,15,16,13,14,15,17,15,16,16,15,17,19,16,16,19,48,14,17,15,16,16,cat
47,16,17,16,15,19,15,12,16,14,18,16,15,16,14,15,16,14,17,15,14,30,15,17,16,16,17,32,16,15,15,15,15,cat
32,15,11,15,15,13,16,15,16,16,13,16,17,15,14,15,17,15,16,16,15,29,14,13,16,15,14,32,17,16,16,16,16,cat
45,16,16,16,15,18,15,14,16,15,20,15,16,15,15,16,15,15,15,15,14,29,16,16,16,16,17,32,15,15,15,15,14,cat
10,14,21,12,16,10,17,15,15,19,11,16,17,15,20,13,16,16,17,17,17,31,16,16,16,15,16,32,15,16,15,16,15,cat
45,16,17,20,15,20,15,13,18,13,16,16,11,17,14,14,16,12,18,15,15,30,15,16,16,15,17,33,16,15,15,16,15,cat
20,17,16,15,18,12,13,19,17,15,15,14,16,15,14,19,14,15,15,17,15,32,16,16,16,16,16,32,16,16,16,16,16,cat
27,17,18,7,10,11,17,13,16,23,14,15,15,18,14,15,16,13,13,12,17,27,15,14,18,14,17,34,15,16,15,17,16,cat
10,12,19,13,14,13,17,15,18,10,13,17,17,15,15,17,15,12,18,15,14,25,13,16,12,17,12,36,17,15,18,16,19,cat
24,12,12,10,18,10,15,17,18,10,13,13,16,16,15,15,16,15,14,16,14,24,14,14,16,16,16,41,16,16,15,15,15,cat
15,29,7,20,22,16,11,18,11,14,15,16,15,13,14,17,15,17,16,16,16,31,16,16,15,15,15,32,15,15,16,16,16,cat
36,15,21,14,19,13,17,13,16,14,18,15,16,13,18,14,16,15,16,15,15,29,17,14,15,17,15,28,12,19,16,13,14,cat
17,19,12,14,16,15,18,14,16,14,20,14,17,16,11,15,18,12,16,18,15,27,14,23,18,15,11,27,15,10,15,18,18,cat
43,14,14,15,15,15,17,18,16,18,15,17,15,14,16,15,15,14,14,16,16,32,15,15,16,16,17,31,16,17,15,15,14,cat
7,16,12,9,12,3,17,17,16,15,15,17,21,21,18,13,17,15,17,16,15,23,14,17,18,18,22,38,17,14,14,14,10,cat
24,17,21,18,18,19,15,16,15,14,19,14,10,15,16,15,14,16,17,15,13,29,18,16,18,16,17,35,13,15,14,15,14,cat
23,7,14,17,18,17,19,13,18,14,13,16,13,14,16,16,14,15,14,16,14,31,20,16,14,15,16,31,12,16,17,17,15,cat
34,16,25,11,16,17,16,13,14,15,17,16,18,17,17,16,14,15,16,15,16,32,16,17,15,15,16,29,15,15,16,16,15,cat
31,15,16,15,16,12,15,16,16,17,13,15,14,16,14,16,16,16,16,15,17,13,14,13,14,16,12,47,16,17,17,15,18,cat
32,16,17,15,16,14,14,14,15,14,15,16,16,16,16,17,16,16,17,15,16,33,15,16,16,15,17,30,16,15,15,16,14,cat
24,12,19,9,17,6,16,15,19,14,13,14,17,17,15,14,16,16,16,16,15,18,14,16,18,16,16,37,15,14,15,17,13,cat
38,13,20,15,19,17,19,14,14,15,19,16,16,14,19,18,14,16,17,18,14,20,18,19,19,14,19,40,15,13,13,16,13,cat
30,15,17,15,16,10,15,16,16,18,11,15,14,16,13,16,16,17,16,16,17,30,16,15,17,16,16,32,16,16,15,16,15,cat
40,17,17,21,15,24,14,15,13,15,18,18,11,17,16,17,15,18,15,16,13,29,15,16,17,15,17,34,16,16,14,16,14,cat
26,18,19,18,16,20,12,17,14,19,16,14,14,15,14,16,14,18,13,15,14,40,15,15,15,15,17,23,16,16,16,16,15,cat
20,15,9,11,18,3,16,12,17,11,12,14,21,15,13,15,14,18,20,14,13,27,17,15,18,14,19,33,15,17,14,17,13,cat
18,14,19,14,17,12,14,14,14,19,14,14,12,17,14,14,15,20,16,17,17,20,11,13,8,14,11,31,18,18,15,15,15,cat
30,7,17,21,16,14,15,12,13,14,13,16,14,15,15,15,13,14,18,17,16,27,16,18,16,17,14,35,15,16,13,15,17,cat
18,23,15,17,15,10,13,10,12,15,15,16,20,15,15,16,18,17,16,14,15,31,14,13,16,16,19,31,16,18,15,15,13,cat
45,16,18,15,15,17,15,14,15,16,15,16,15,16,15,18,15,17,16,15,17,27,17,18,15,15,19,35,14,14,16,16,13,cat
24,12,22,10,24,13,18,15,13,13,15,13,17,11,14,16,17,15,17,15,15,30,14,17,16,16,17,31,17,14,14,15,14,cat
36,11,11,7,17,16,10,16,18,16,14,13,21,11,16,14,15,16,16,16,16,31,15,17,16,16,17,31,16,15,15,16,15,cat
32,14,21,16,16,20,18,10,16,14,16,15,15,14,15,14,17,14,17,16,15,31,16,16,16,16,16,31,15,15,16,16,16,cat
23,17,13,10,13,5,16,16,16,15,15,16,20,17,15,14,16,15,17,15,15,16,17,13,15,15,11,32,16,14,16,15,13,cat
21,11,15,14,17,14,16,14,15,17,15,15,16,15,15,15,18,15,15,16,18,32,16,16,16,16,16,32,16,16,16,16,16,cat
19,22,7,24,24,17,17,14,11,19,22,13,15,17,17,17,18,19,17,19,13,29,16,14,15,16,16,31,15,17,16,15,15,cat
33,19,13,22,16,15,17,17,13,15,15,16,16,15,16,15,15,15,13,18,17,31,16,15,16,15,15,31,16,16,15,16,16,cat
30,9,16,18,18,20,17,17,11,16,17,14,14,15,19,14,15,17,15,15,15,21,15,19,13,15,18,41,16,13,17,15,13,cat
26,14,16,12,14,15,16,15,16,19,13,16,20,15,16,15,15,15,17,16,16,25,15,18,14,15,17,44,15,7,23,16,13,cat
30,16,20,14,16,11,15,15,16,14,14,15,16,16,17,16,15,15,16,15,17,28,15,13,17,16,16,37,16,17,14,15,15,cat
22,17,19,21,14,15,16,11,14,16,16,16,22,16,14,15,13,17,13,16,14,29,17,16,14,14,13,34,15,16,15,17,17,cat
36,11,18,11,17,12,17,17,16,17,16,14,17,15,15,16,15,15,14,15,15,21,17,13,15,13,12,27,16,13,15,15,13,cat
22,17,8,15,16,11,14,12,15,14,15,15,14,16,14,16,15,15,15,15,16,33,17,14,16,16,15,29,15,17,15,16,16,cat
